date,symbol,name,hash,url
2025-06-23,5246.T,ELEMENTS INC,7487b58a73659b5add77490629a64fb0,
2025-06-23,5255.T,MONSTARLAB INC,1e5e7f4aefed6237d2b961909bd91689,
2025-06-23,5246.T,ELEMENTS INC,7487b58a73659b5add77490629a64fb0,https://i.gyazo.com/7487b58a73659b5add77490629a64fb0.png
2025-06-23,5255.T,MONSTARLAB INC,1e5e7f4aefed6237d2b961909bd91689,https://i.gyazo.com/1e5e7f4aefed6237d2b961909bd91689.png
2025-06-23,2385.T,SOIKEN HOLDINGS INC,7e91384f9f22e95299cae605835e37e4,https://i.gyazo.com/7e91384f9f22e95299cae605835e37e4.png
2025-06-23,2673.T,YUMEMITSUKETAI CO LTD,87f4932aea912362fbe1d72a93378f2f,https://i.gyazo.com/87f4932aea912362fbe1d72a93378f2f.png
2025-06-23,2930.T,KITANOTATSUJIN CORP,f6a7697e33c3e6bd25e944a2d950aab1,https://i.gyazo.com/f6a7697e33c3e6bd25e944a2d950aab1.png
2025-06-23,3070.T,JELLY BEANS GROUP CO LTD,7853900c5af570246c7851b23d6ffb69,https://i.gyazo.com/7853900c5af570246c7851b23d6ffb69.png
2025-06-23,3350.T,METAPLANET INC,b3400bac99a7b7f32167dae9c1546899,https://i.gyazo.com/b3400bac99a7b7f32167dae9c1546899.png
2025-06-23,3664.T,MOBCAST HLDGS INC,f994164fe7ccaa916e0361b37b51cd5c,https://i.gyazo.com/f994164fe7ccaa916e0361b37b51cd5c.png
2025-06-23,3667.T,ENISH INC,9e4ddba6924e9e9dd051b6ab90aa2baf,https://i.gyazo.com/9e4ddba6924e9e9dd051b6ab90aa2baf.png
2025-06-23,3672.T,ALTPLUSINC,ad702ccb853d2c9cdbdde19d2639e306,https://i.gyazo.com/ad702ccb853d2c9cdbdde19d2639e306.png
2025-06-23,3760.T,CAVE INTERACTIVE CO LTD,28947dc73383d76f02016ea5318360aa,https://i.gyazo.com/28947dc73383d76f02016ea5318360aa.png
2025-06-23,3968.T,SEGUE GROUP CO LTD,ba4c1d76b9ca0d3eaac0487f318a0d59,https://i.gyazo.com/ba4c1d76b9ca0d3eaac0487f318a0d59.png
2025-06-23,4576.T,D.WESTERN THERAPEUTICS INST INC,99947294cc4f816402a1d6029f29aa53,https://i.gyazo.com/99947294cc4f816402a1d6029f29aa53.png
2025-06-23,5721.T,S-SCIENCE COMPANY LTD,0f9470380ae1dba8839cb1bd15bddcc2,https://i.gyazo.com/0f9470380ae1dba8839cb1bd15bddcc2.png
2025-06-23,6177.T,APPBANK INC,b7d610cb34f325a7eb1d6a321d9ca7aa,https://i.gyazo.com/b7d610cb34f325a7eb1d6a321d9ca7aa.png
2025-06-23,6573.T,AGILE MEDIA NETWORK INC,42c66f74a9e9c5338b1179204135742f,https://i.gyazo.com/42c66f74a9e9c5338b1179204135742f.png
2025-06-23,6836.T,PLAT'HOME CO LTD,2268eea84b299d360ffa481be42fb488,https://i.gyazo.com/2268eea84b299d360ffa481be42fb488.png
2025-06-23,7638.T,NEW ART HOLDINGS CO LTD,b28611b3c415f09284f9a5e6f44af2df,https://i.gyazo.com/b28611b3c415f09284f9a5e6f44af2df.png
2025-06-23,7836.T,AVIX INC,b97aa15bff06a0e5abb935c104a85d97,https://i.gyazo.com/b97aa15bff06a0e5abb935c104a85d97.png
2025-06-23,8946.T,ASIAN STAR CO,c5526db589d183afe4a7b47b6ca48371,https://i.gyazo.com/c5526db589d183afe4a7b47b6ca48371.png
2025-06-23,9227.T,MICROWAVE CHEMICAL CO LTD,625c2ef8ee0c7adff786eef4fff65f31,https://i.gyazo.com/625c2ef8ee0c7adff786eef4fff65f31.png
2025-06-23,9237.T,EMIMEN CO LTD,74c8fff45736121f7cec1bc0c595f389,https://i.gyazo.com/74c8fff45736121f7cec1bc0c595f389.png
2025-06-23,9348.T,ISPACE INC,4354f52588f811e16770d888ccefbc29,https://i.gyazo.com/4354f52588f811e16770d888ccefbc29.png
2025-06-23,9432.T,NIPPON TEL & TEL CORP,48ee8b08bbc032139fdb1f816045a0d1,https://i.gyazo.com/48ee8b08bbc032139fdb1f816045a0d1.png
2025-06-23,9973.T,KOZO HOLDINGS CO LTD,26f977a44567ac7bf80c97d2511a3296,https://i.gyazo.com/26f977a44567ac7bf80c97d2511a3296.png
2025-06-23,2385.T,SOIKEN HOLDINGS INC,c2215e4955eabba56a2a21f811b02bbc,
2025-06-23,2673.T,YUMEMITSUKETAI CO LTD,e52eaeda8c3356174c78eea80ac618a6,
2025-06-23,2930.T,KITANOTATSUJIN CORP,dd26eefd8cad05254125fb6a35bab8bd,
2025-06-23,3070.T,JELLY BEANS GROUP CO LTD,a07b1df00ef17cbb5024a4deb67021b0,
2025-06-23,3350.T,METAPLANET INC,6895320c51b770495ae30bc335fffa3d,
2025-06-23,3664.T,MOBCAST HLDGS INC,e5afc0ca26a95da85e39d3d681f8fff7,
2025-06-23,3667.T,ENISH INC,61ea0530f80502213931118e33ce8c8b,
2025-06-23,3672.T,ALTPLUSINC,9053fffec335c35bc285ffe73199c070,
2025-06-23,3760.T,CAVE INTERACTIVE CO LTD,2d9037db58eb98cda468d34a97c9f9e6,
2025-06-23,3968.T,SEGUE GROUP CO LTD,6020a558b0c9f76059c2af5ef0d148f2,
2025-06-23,4576.T,D.WESTERN THERAPEUTICS INST INC,f77c23e7f572835d8ffb2bfa29cca49b,
2025-06-23,5246.T,ELEMENTS INC,701ca25c84b36cf642d8a3b7274bcae8,
2025-06-23,5255.T,MONSTARLAB INC,c5fbf2a1a044a5b6a43f4eb7cde89969,
2025-06-23,5721.T,S-SCIENCE COMPANY LTD,696a691e8e44d623c4bc728e646960c3,
2025-06-23,6177.T,APPBANK INC,fe8e9d627030429b405fa0647274c8b8,
2025-06-23,6573.T,AGILE MEDIA NETWORK INC,45c6ecd138090b73684e2cea0ca15090,
2025-06-23,6836.T,PLAT'HOME CO LTD,39328283e78b5b64db0f607ad77c1b22,
2025-06-23,7638.T,NEW ART HOLDINGS CO LTD,8e5b8360e05237cce6d92ec9567ed848,
2025-06-23,7836.T,AVIX INC,a9450cf474fc930c5b7c2b4108bd1bde,
2025-06-23,8946.T,ASIAN STAR CO,84b24fb5ba22ad674aa45d3ec6802450,
2025-06-23,9227.T,MICROWAVE CHEMICAL CO LTD,9a688ba78b921b60614de28f1bb30502,
2025-06-23,9237.T,EMIMEN CO LTD,ef77142087a719869cd2a6bdeb3aadc1,
2025-06-23,9348.T,ISPACE INC,fc317e8acfc84bb643e82ed88c9cc2dc,
2025-06-23,9432.T,NIPPON TEL & TEL CORP,0ea77ebe63b89d7471985d41bbf3a844,
2025-06-23,9973.T,KOZO HOLDINGS CO LTD,d44f3aced5190b3134bb37eae11b51eb,
